NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES
Novelty Tea House,800,"North Indian,South Indian,Street Food,Continental,Fast Food",Chennai,Sowcarpet,https://www.zomato.com/chennai/novelty-tea-house-sowcarpet/info,32,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.1,320
Nagai Meenavan,400,"Biryani,South Indian,Seafood",Chennai,Teynampet,https://www.zomato.com/chennai/nagai-meenavan-1-teynampet/info,32,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.4,318
Creamy Inn,200,"Ice Cream,Desserts",Chennai,Anna Nagar East,https://www.zomato.com/chennai/creamy-inn-anna-nagar-east/info,32,Dessert Parlor,1030am to 1130pm(Mon-Sun),Good,3.8,228
The Rock,800,"Thai,Chinese,North Indian,South Indian",Chennai,Anna Nagar East,https://www.zomato.com/chennai/the-rock-anna-nagar-east/info,32,Casual Dining,"12noon to 3pm,6pm to 11pm(Mon-Sun)",Poor,2.4,423
Paati Veedu,1500,South Indian,Chennai,Paati Veedu-- T.Nagar,https://www.zomato.com/chennai/paati-veedu-9-t-nagar/info,32,Casual Dining,"12noon to 330pm,730pm to 11pm(Mon-Sun)",Very Good,4.1,199
Urban Desi House,350,Cafe,Chennai,Thuraipakkam,https://www.zomato.com/chennai/urban-desi-house-thuraipakkam/info,32,Café,"5pm to 11pm(Mon),1030am to 3pm,5pm to 11pm...",Good,3.9,358
De'cafe Restaurant,400,"Cafe,Continental,North Indian,Chinese,South Indian",Chennai,Old Mahabalipuram Road (OMR),https://www.zomato.com/chennai/decafe-restaurant-old-mahabalipuram-road-omr/info,32,Café,"11am to 4pm,6pm to 11pm(Mon-Sun)",Good,3.5,453
Excelent Biriyani,300,"Biryani,Fast Food",Chennai,West Mambalam,https://www.zomato.com/chennai/excelent-biriyani-west-mambalam/info,32,Quick Bites,11am to 11pm(Mon-Sun),Good,3.8,401
True North,400,"North Indian,Mughlai,Biryani,Kebab,Rajasthani",Chennai,Karapakkam,https://www.zomato.com/chennai/true-north-karapakkam/info,32,Casual Dining,"11am to 330pm,630pm to 1030pm(Mon-Fri),11am...",Very Good,4.0,420
Old Madras Baking Company,300,"Bakery,Desserts",Chennai,Alwarpet,https://www.zomato.com/chennai/old-madras-baking-company-alwarpet/info,32,Bakery,8am to 9pm(Mon-Sun),Very Good,4.4,314
Mathura Restaurant,700,"North Indian,Chinese,South Indian,Continental",Chennai,Triplicane,https://www.zomato.com/chennai/mathura-restaurant-triplicane/info,32,Casual Dining,"11am to 330pm,6pm to 1030pm(Mon-Sun)",Very Good,4.0,351
Arabian Rooster,500,"Arabian,Chinese,North Indian",Chennai,K.K. Nagar,https://www.zomato.com/chennai/arabian-rooster-k-k-nagar/info,32,Quick Bites,"1130am to 4pm,630pm to 11pm(Mon-Sun)",Good,3.7,413
Dynasty,1200,"Chinese,Seafood",Chennai,Harrisons Hotel-- Nungambakkam,https://www.zomato.com/chennai/dynasty-nungambakkam/info,32,Casual Dining,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Very Good,4.0,312
Sri Godavari Ruchulu,350,"Andhra,Hyderabadi,North Indian",Chennai,Padur,https://www.zomato.com/chennai/sri-godavari-ruchulu-padur/info,32,Quick Bites,"11am to 330pm,7pm to 1030pm(Mon-Sun)",Average,3.3,437
Sankranti,700,"Andhra,North Indian,Chinese",Chennai,Anna Nagar East,https://www.zomato.com/chennai/sankranti-anna-nagar-east/info,32,Casual Dining,"12noon to 330pm,7pm to 1030pm(Mon-Sun)",Good,3.9,315
Drink N Momo,300,Chinese,Kochi,Tripunithura,https://www.zomato.com/kochi/drink-n-momo-tripunithura/info,39,Quick Bites,11am to 10pm(Mon-Sun),Average,2.7,6
Flip Out,200,"Beverages,Desserts",Kochi,Kalamassery,https://www.zomato.com/kochi/flip-out-kalamassery/info,39,Beverage Shop,10am to 10pm(Mon-Sun),Average,2.9,7
The Country Cafe,500,Cafe,Kochi,Kaloor,https://www.zomato.com/kochi/the-country-cafe-kaloor/info,39,Café,9am to 11pm(Mon-Sun),Average,3.4,12
Nana's Restaurant,350,"Kerala,North Indian,Chinese",Kochi,Kaloor,https://www.zomato.com/kochi/nanas-restaurant-kaloor/info,39,Casual Dining,10am to 11pm(Mon-Sun),Average,3.0,10
Mesra Cafe by The Dunes Continental,400,"North Indian,South Indian,Chinese",Kochi,Kaloor,https://www.zomato.com/kochi/mesra-cafe-by-the-dunes-continental-kaloor/info,39,Casual Dining,730am to 1030pm(Mon-Sun),Average,3.1,9
Heaven Cafe,400,"Cafe,Fast Food",Kochi,Angamali,https://www.zomato.com/kochi/heaven-cafe-angamali/info,39,Café,11am to 10pm(Mon-Sun),Not rated,-,-
Elaf Snack Kitchen,300,"Fast Food,Rolls,Lebanese",Kochi,Aluva,https://www.zomato.com/kochi/elaf-snack-kitchen-aluva/info,39,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,9
FoodFusion by Nila,600,"North Indian,Chinese",Kochi,Palarivattom,https://www.zomato.com/kochi/foodfusion-by-nila-palarivattom/info,39,Casual Dining,"730am to 1030am,730pm to 1030pm(Mon-Sun)",Average,2.9,10
Pappan's Kitchen,400,Kerala,Kochi,Kaloor,https://www.zomato.com/kochi/pappans-kitchen-kaloor/info,39,Casual Dining,1230pm to 11pm(Mon-Sun),Average,3.1,10
Hotel Regal,300,Kerala,Kochi,Chullickal,https://www.zomato.com/kochi/hotel-regal-chullickal/info,39,Casual Dining,7am to 1030pm(Mon-Sun),Average,3.1,8
Sanjoe Restaurant And Cake Shop,500,"Chettinad,Chinese,Kerala,North Indian",Kochi,Kacheripady,https://www.zomato.com/kochi/sanjoe-restaurant-and-cake-shop-kacherippady/info,39,Casual Dining,10am to 10pm(Mon-Sun),Average,3.4,10
Buhari Special Juice,200,"Momos,Burger,Juices",Kochi,Angamali,https://www.zomato.com/kochi/buhari-special-juice-angamali/info,39,Beverage Shop,10am to 11pm(Mon-Sun),None,NEW,NEW
Dakshbhojan,200,"North Indian,Maharashtrian",Kochi,Vennala,https://www.zomato.com/kochi/dakshbhojan-vennala/info,39,Quick Bites,1130am to 430pm(Mon-Sun),Average,3.0,7
Alif Bakers,250,"Bakery,Fast Food",Kochi,Edappally,https://www.zomato.com/kochi/alif-bakers-edappally/info,39,Bakery,10am to 10pm(Mon-Sun),Good,3.5,9
Noodles Corner,300,Fast Food,Kochi,Kadavanthra,https://www.zomato.com/kochi/noodles-corner-kadavanthra/info,39,Quick Bites,10am to 10pm(Mon-Sun),Average,3.2,10
Green Chillies Food Park,250,"South Indian,North Indian,Chinese",Kochi,Tripunithura,https://www.zomato.com/kochi/green-chillies-food-park-tripunithura/info,27,Quick Bites,8am to 11pm(Mon-Sun),Good,3.8,14
Ambiswamy's,300,South Indian,Kochi,Kaloor,https://www.zomato.com/kochi/ambiswamys-kaloor/info,27,Quick Bites,7am to 10pm(Mon-Sun),Average,3.4,31
Zync,600,Finger Food,Kochi,Broad Bean Hotel,https://www.zomato.com/kochi/zync-vyttila/info,27,Bar,930am to 10pm(Mon-Sun),Not rated,-,-
Kai-Shek,450,"Chinese,Continental",Kochi,Kacheripady,https://www.zomato.com/kochi/kai-shek-kacherippady/info,27,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,37
Charminar Restaurant,250,Hyderabadi,Kochi,Cheranalloor,https://www.zomato.com/kochi/charminar-restaurant-cheranalloor/info,27,Casual Dining,11am to 11pm(Mon-Sun),Good,3.7,23
Krispy Chic'n,500,Fast Food,Kochi,Oberon Mall-- Edappally,https://www.zomato.com/kochi/krispy-chicn-edappally/info,27,Food Court,10am to 10pm(Mon-Sun),Poor,2.4,32
Touchings,200,Kerala,Kochi,Kaloor,https://www.zomato.com/kochi/touchings-kaloor/info,27,Quick Bites,10am to 11pm(Mon-Sun),Good,3.5,16
Shifu's Kitchen,200,Chinese,Kochi,Palarivattom,https://www.zomato.com/kochi/shifus-kitchen-1-palarivattom/info,27,Quick Bites,3pm to 10pm(Mon-Sun),Good,3.9,23
Ummi's Kitchen,350,Kerala,Kochi,Chittoor Road,https://www.zomato.com/kochi/ummis-kitchen-chittor-road/info,27,Casual Dining,8am to 1230AM(Mon-Sun),Average,3.4,86
Melto Creamery,150,"Desserts,Beverages,Ice Cream",Kochi,Kakkanad,https://www.zomato.com/kochi/melto-creamery-1-kakkanad/info,27,Dessert Parlor,,Good,3.7,19
Marrybrown Express,350,Fast Food,Kochi,Abad Nucleus Mall-- Marad,https://www.zomato.com/kochi/marrybrown-express-marad/info,27,Quick Bites,11am to 10pm(Mon-Sun),Average,2.6,27
Udipi Anantha Bhavan,250,"North Indian,South Indian",Kochi,MG Road,https://www.zomato.com/kochi/udipi-anantha-bhavan-mg-road/info,27,Quick Bites,630am to 1030pm(Mon-Sun),Good,3.5,28
Hotel Anandaas,300,"South Indian,Chinese,North Indian",Kochi,Kaloor,https://www.zomato.com/kochi/hotel-anandaas-kaloor/info,27,Casual Dining,630am to 1015pm(Mon-Sun),Average,3.4,31
SHAAN E PUNJAB,300,North Indian,Kochi,Kalamassery,https://www.zomato.com/kochi/shaan-e-punjab-kalamassery/info,27,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,22
Arabian Food Court,400,"Arabian,Lebanese",Kochi,Kacheripady,https://www.zomato.com/kochi/arabian-food-court-kacherippady/info,27,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,20
Flavour's Lounge,600,"North Indian,Arabian",Kochi,Perumbavoor,https://www.zomato.com/kochi/flavours-lounge-perumbavoor/info,52,Casual Dining,8am to 11pm(Mon-Sun),None,NEW,NEW
Ashwathy,250,Kerala,Kochi,Elamakkara,https://www.zomato.com/kochi/ashwathy-elamakkara/info,52,Quick Bites,11am to 930pm(Mon-Sun),Not rated,-,-
Blue Fredo,400,"Kerala,Seafood",Kochi,Fort Kochi,https://www.zomato.com/kochi/blue-fredo-fort-kochi/info,52,Quick Bites,,Not rated,-,-
Baycholin Restaurant,400,"South Indian,Biryani,Arabian",Kochi,Marine Drive,https://www.zomato.com/kochi/baycholin-restaurant-1-marine-drive/info,52,Casual Dining,7am to 11pm(Mon-Sun),Not rated,-,-
Udupi,300,South Indian,Kochi,Thopumpady,https://www.zomato.com/kochi/udupi-thoppumpady/info,52,Casual Dining,7am to 9pm(Mon-Sun),Not rated,-,-
South Republic,120,"South Indian,Kerala",Kochi,Kakkanad,https://www.zomato.com/kochi/south-republic-kakkanad/info,52,Quick Bites,11am to 8pm(Mon-Sun),Not rated,-,-
Metro Kitchen,200,South Indian,Kochi,Vennala,https://www.zomato.com/kochi/metro-kitchen-vennala/info,52,Quick Bites,8am to 10pm(Mon-Sun),Not rated,-,-
Downtown Cafe,600,Cafe,Kochi,Broad Bean Hotel,https://www.zomato.com/kochi/downtown-cafe-vyttila/info,52,Café,10am to 10pm(Mon-Sun),Not rated,-,-
Dosa Hub,250,"Kerala,South Indian",Kochi,Angamali,https://www.zomato.com/kochi/dosa-hub-angamali/info,52,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Sonia Homely Food,250,"South Indian,North Indian",Kochi,Kakkanad,https://www.zomato.com/kochi/sonia-homely-food-kakkanad/info,52,none,7am to 11pm(Mon-Sun),None,NEW,NEW
Cakemantra,500,"Bakery,Desserts",Kochi,Kaloor,https://www.zomato.com/kochi/cakemantra-kaloor/info,52,Bakery,9am to 8pm(Mon-Sun),Not rated,-,-
Sai Anandhas Hotel,250,North Indian,Kochi,Kakkanad,https://www.zomato.com/kochi/sai-anandhas-hotel-kakkanad/info,52,Quick Bites,8am to 10pm(Mon-Sun),None,NEW,NEW
Nena's Sweetry,200,"Bakery,Ice Cream,Beverages",Kochi,Fort Kochi,https://www.zomato.com/kochi/nenas-sweetry-fort-kochi/info,52,Bakery,,Not rated,-,-
Al Kaazi Restaurant,400,North Indian,Kochi,Elamkulam,https://www.zomato.com/kochi/al-kaazi-restaurant-elamkulam/info,52,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Great Restaurant,300,"Kerala,Arabian",Kochi,Kaloor,https://www.zomato.com/kochi/great-restaurant-kaloor/info,52,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Subway,500,"Healthy Food,Salad,Sandwich",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/subway-panampilly-nagar/info,13,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.0,135
Chedathees Kitchen,600,Seafood,Kochi,Palarivattom,https://www.zomato.com/kochi/chedathees-kitchen-palarivattom/info,13,Quick Bites,8am to 12midnight(Mon-Sun),Average,2.8,178
Dasanum Vijayanum,350,South Indian,Kochi,Kalamassery,https://www.zomato.com/kochi/dasanum-vijayanum-kalamassery/info,13,Quick Bites,8am to 11pm(Mon-Sun),Good,3.6,122
Crystal Kitchen,400,"Seafood,South Indian,North Indian,Chinese,Kerala",Kochi,Edappally,https://www.zomato.com/kochi/crystal-kitchen-edappally/info,13,Casual Dining,11am to 10pm(Mon-Sun),None,NEW,NEW
Bread World,600,"Fast Food,North Indian,Chinese,Bakery",Kochi,Kakkanad,https://www.zomato.com/kochi/bread-world-kakkanad/info,13,Casual Dining,9am to 10pm(Mon-Sun),Good,3.6,112
Mamma Restaurant,450,"Kerala,Chinese",Kochi,Tripunithura,https://www.zomato.com/kochi/mamma-restaurant-tripunithura/info,13,Quick Bites,7am to 1030pm(Mon-Sun),Good,3.6,129
Sky Grill Lounge Bar & Restaurant By Crowne Plaza Kochi,1600,"Finger Food,Salad,Drinks Only,Steak",Kochi,Crowne Plaza Kochi-- Marad,https://www.zomato.com/kochi/sky-grill-lounge-bar-restaurant-by-crowne-plaza-kochi-marad/info,13,Bar,6pm to 11pm(Mon-Sun),Very Good,4.0,76
